user_id,censor_status,work_year
337,2,10+ years
338,1,10+ years
339,0,10+ years
340,1,10+ years
342,2,10+ years
343,1,6 years
344,0,10+ years
348,2,10+ years
351,2,9 years
352,0,9 years
353,2,10+ years
354,0,6 years
365,0,10+ years
366,2,10+ years
369,2,10+ years
370,0,6 years
371,1,10+ years
373,2,7 years
376,0,7 years
378,2,6 years
379,1,10+ years
380,1,10+ years
384,0,10+ years
387,1,6 years
390,1,10+ years
393,1,7 years
400,1,10+ years
401,1,10+ years
402,1,9 years
405,2,10+ years
407,2,7 years
408,1,7 years
410,0,9 years
411,2,10+ years
412,2,6 years
414,0,6 years
415,1,10+ years
416,2,10+ years
417,2,10+ years
419,1,8 years
421,1,10+ years
422,1,10+ years
424,0,10+ years
429,0,6 years
431,1,10+ years
432,1,10+ years
433,0,10+ years
435,1,8 years
436,2,7 years
438,2,10+ years
439,1,10+ years
441,2,10+ years
446,2,10+ years
452,2,10+ years
456,1,8 years
458,0,8 years
460,2,10+ years
461,1,10+ years
465,1,10+ years
466,1,10+ years
467,0,7 years
471,1,10+ years
472,2,10+ years
473,0,6 years
474,1,8 years
475,0,10+ years
477,1,10+ years
478,1,9 years
480,2,10+ years
482,0,6 years
483,2,10+ years
484,0,10+ years
486,0,9 years
491,0,8 years
493,0,10+ years
494,0,10+ years
495,2,10+ years
497,2,10+ years
498,2,10+ years
501,2,9 years
502,0,10+ years
506,1,9 years
510,2,10+ years
513,1,8 years
514,2,10+ years
516,0,7 years
517,0,10+ years
519,1,10+ years
522,2,10+ years
523,2,10+ years
525,1,9 years
526,2,9 years
527,0,10+ years
530,1,10+ years
532,0,7 years
533,1,10+ years
534,1,10+ years
535,2,7 years
540,1,10+ years
541,0,10+ years
544,2,8 years
547,1,10+ years
553,1,10+ years
555,2,8 years
556,2,8 years
562,0,10+ years
563,0,10+ years
564,2,10+ years
565,0,9 years
568,2,10+ years
569,1,10+ years
570,2,10+ years
572,0,7 years
573,1,10+ years
576,0,10+ years
577,0,10+ years
578,1,8 years
579,2,8 years
580,0,10+ years
582,1,8 years
584,1,7 years
588,1,10+ years
591,2,7 years
592,2,10+ years
595,1,10+ years
597,1,10+ years
598,0,8 years
600,0,10+ years
611,0,10+ years
612,1,10+ years
613,2,10+ years
614,1,10+ years
615,0,7 years
616,0,9 years
620,2,10+ years
621,0,6 years
622,1,10+ years
624,2,7 years
625,2,10+ years
627,2,6 years
629,1,10+ years
631,0,10+ years
632,1,10+ years
635,1,9 years
638,1,10+ years
640,1,10+ years
641,0,7 years
649,2,10+ years
650,2,7 years
651,0,10+ years
652,2,9 years
653,2,10+ years
654,0,9 years
656,2,9 years
657,0,10+ years
658,1,10+ years
659,2,10+ years
661,0,7 years
662,0,10+ years
663,0,7 years
665,1,9 years
668,0,7 years
671,1,10+ years
672,2,10+ years
673,0,10+ years
675,0,7 years
677,2,10+ years
681,2,9 years
685,0,7 years
686,0,10+ years
687,0,10+ years
688,0,10+ years
690,1,10+ years
692,0,10+ years
693,2,10+ years
694,1,7 years
699,1,6 years
702,0,10+ years
703,1,9 years
704,2,6 years
705,2,8 years
706,1,8 years
707,0,10+ years
708,2,10+ years
709,2,10+ years
710,0,6 years
712,1,10+ years
713,1,10+ years
714,1,10+ years
715,2,7 years
717,1,9 years
719,0,6 years
720,2,10+ years
722,0,10+ years
723,2,9 years
724,1,6 years
725,0,9 years
726,1,10+ years
729,1,10+ years
730,2,10+ years
732,0,10+ years
733,1,10+ years
736,1,10+ years
737,2,10+ years
738,2,9 years
740,1,7 years
741,1,9 years
742,1,7 years
744,2,10+ years
746,2,10+ years
748,2,10+ years
751,1,10+ years
756,0,10+ years
757,2,10+ years
758,1,10+ years
759,1,10+ years
761,2,10+ years
763,0,10+ years
767,2,7 years
768,0,10+ years
770,1,7 years
774,1,9 years
776,2,10+ years
777,1,10+ years
778,2,10+ years
780,2,10+ years
781,2,10+ years
783,0,10+ years
788,0,10+ years
792,0,10+ years
793,1,10+ years
797,1,10+ years
798,1,10+ years
800,2,10+ years
802,0,10+ years
803,2,10+ years
804,0,10+ years
805,1,10+ years
806,1,10+ years
807,1,10+ years
808,0,10+ years
809,2,10+ years
811,2,8 years
813,1,7 years
817,2,10+ years
818,1,9 years
820,1,7 years
821,0,10+ years
824,2,10+ years
825,1,10+ years
826,2,10+ years
829,2,10+ years
831,1,6 years
832,0,6 years
834,0,7 years
835,0,10+ years
837,0,9 years
840,2,10+ years
842,0,10+ years
844,0,10+ years
848,1,10+ years
849,1,8 years
850,0,6 years
851,1,8 years
852,0,10+ years
853,0,7 years
855,2,10+ years
856,1,10+ years
858,0,10+ years
859,0,7 years
861,1,10+ years
862,1,10+ years
863,0,9 years
864,0,9 years
866,1,10+ years
868,1,10+ years
869,1,9 years
872,0,10+ years
873,1,6 years
874,1,10+ years
875,1,9 years
876,2,6 years
878,2,7 years
879,2,8 years
880,2,7 years
886,1,10+ years
890,1,6 years
891,0,8 years
892,2,9 years
895,1,6 years
898,0,10+ years
901,1,10+ years
903,2,10+ years
904,0,10+ years
906,1,7 years
907,0,7 years
909,1,10+ years
910,1,10+ years
911,1,7 years
916,2,10+ years
917,1,10+ years
918,1,10+ years
919,2,8 years
921,0,7 years
922,2,8 years
923,0,10+ years
925,0,10+ years
927,1,10+ years
928,1,10+ years
930,2,9 years
932,1,8 years
934,0,6 years
936,1,10+ years
937,2,6 years
939,2,10+ years
941,1,10+ years
942,1,10+ years
944,1,10+ years
945,1,10+ years
947,1,6 years
948,0,6 years
950,0,10+ years
953,1,10+ years
955,1,8 years
956,0,10+ years
957,0,10+ years
959,2,9 years
963,0,10+ years
964,1,10+ years
965,2,8 years
968,1,10+ years
971,1,10+ years
974,2,10+ years
977,2,8 years
980,1,6 years
981,1,9 years
983,2,10+ years
985,1,10+ years
987,1,7 years
990,2,10+ years
991,1,10+ years
992,1,8 years
993,1,10+ years
996,1,10+ years
999,1,10+ years
1000,0,10+ years
1002,1,10+ years
1003,0,7 years
1006,0,10+ years
1009,2,10+ years
1010,2,10+ years
1011,2,8 years
1012,0,6 years
1015,1,8 years
1018,2,10+ years
1020,0,6 years
1021,1,8 years
1026,1,6 years
1027,0,10+ years
1028,0,7 years
1029,1,10+ years
1030,0,10+ years
1032,0,9 years
1033,1,10+ years
1035,1,6 years
1036,1,10+ years
1038,0,10+ years
1040,2,6 years
1041,1,6 years
1042,1,7 years
1044,1,10+ years
1045,1,10+ years
1046,0,6 years
1047,1,9 years
1048,1,9 years
1049,1,6 years
1050,1,6 years
1053,1,10+ years
1054,2,9 years
1055,2,9 years
1056,0,10+ years
1058,1,7 years
1059,0,10+ years
1060,2,9 years
1061,1,10+ years
1064,2,10+ years
1067,1,10+ years
1068,0,6 years
1071,1,7 years
1072,1,10+ years
1073,0,10+ years
1074,2,7 years
1077,0,8 years
1078,0,10+ years
1080,2,10+ years
1081,1,10+ years
1083,1,10+ years
1091,1,6 years
1095,0,9 years
1097,0,10+ years
1103,1,10+ years
1106,2,8 years
1108,0,10+ years
1110,0,6 years
1111,0,10+ years
1115,1,6 years
1117,1,10+ years
1118,0,10+ years
1122,1,10+ years
1123,1,10+ years
1124,2,6 years
1126,0,6 years
1128,2,10+ years
1129,0,10+ years
1130,0,10+ years
1131,0,10+ years
1133,2,10+ years
1135,2,8 years
1137,1,10+ years
1140,1,7 years
1143,2,10+ years
1144,2,10+ years
1146,0,9 years
1151,1,10+ years
1152,2,8 years
1153,2,6 years
1154,1,10+ years
1155,2,10+ years
1158,1,10+ years
1159,1,10+ years
1161,2,10+ years
1162,1,10+ years
1163,1,10+ years
1165,0,7 years
1166,1,9 years
1169,1,10+ years
1170,2,10+ years
1172,1,10+ years
1176,1,8 years
1177,1,10+ years
1178,2,10+ years
1179,2,10+ years
1180,0,10+ years
1181,1,10+ years
1182,1,10+ years
1188,2,10+ years
1189,2,10+ years
1190,0,10+ years
1196,0,10+ years
1197,0,10+ years
1198,2,10+ years
1199,1,10+ years
1200,0,9 years
1201,1,7 years
1202,2,10+ years
1205,1,10+ years
1207,0,10+ years
1211,1,7 years
1213,1,7 years
1216,2,6 years
1218,2,10+ years
1219,0,10+ years
1221,0,10+ years
1222,2,10+ years
1223,0,10+ years
1224,1,7 years
1225,0,7 years
1227,0,10+ years
1228,0,10+ years
1231,1,10+ years
1233,2,10+ years
1236,2,10+ years
1237,2,9 years
1238,1,10+ years
1239,0,8 years
1244,2,7 years
1246,2,10+ years
1247,1,6 years
1249,2,10+ years
1252,1,7 years
1258,1,9 years
1259,1,9 years
1260,0,8 years
1263,0,6 years
1268,1,10+ years
1271,0,9 years
1272,1,7 years
1274,2,10+ years
1278,1,10+ years
1279,0,10+ years
1280,2,10+ years
1283,2,10+ years
1285,0,10+ years
1287,2,10+ years
1288,1,10+ years
1292,0,9 years
1294,2,10+ years
1295,1,10+ years
1297,0,10+ years
1298,2,10+ years
1299,2,10+ years
1306,0,6 years
1307,1,9 years
1315,1,9 years
1317,2,10+ years
1318,2,10+ years
1319,2,7 years
1320,0,10+ years
1322,1,10+ years
1323,2,10+ years
1325,2,9 years
1326,1,10+ years
1327,0,9 years
1328,1,10+ years
1329,1,10+ years
1330,1,10+ years
1331,0,10+ years
1333,2,7 years
1335,2,7 years
1339,0,10+ years
1340,1,10+ years
1344,1,10+ years
1345,0,6 years
1346,0,10+ years
1353,2,9 years
1354,0,7 years
1357,1,8 years
1358,2,10+ years
1360,0,10+ years
1361,0,9 years
1363,1,8 years
1364,1,10+ years
1366,2,10+ years
1371,0,10+ years
1373,2,10+ years
1378,1,10+ years
1379,0,10+ years
1380,0,10+ years
1381,2,10+ years
1384,1,10+ years
1386,1,10+ years
1387,1,9 years
1388,1,10+ years
1389,0,6 years
1390,1,10+ years
1391,1,10+ years
1392,1,10+ years
1394,2,9 years
1397,1,8 years
1400,2,10+ years
1402,1,10+ years
1403,0,10+ years
1408,1,7 years
1411,2,10+ years
1412,2,10+ years
1413,1,10+ years
1414,1,10+ years
1416,2,9 years
1417,2,10+ years
1418,1,10+ years
1420,1,10+ years
1423,0,8 years
1424,0,10+ years
1428,0,8 years
1431,1,10+ years
1433,0,10+ years
1434,2,10+ years
1436,2,6 years
1437,0,7 years
1438,2,9 years
1439,1,9 years
1443,2,8 years
1448,2,10+ years
1451,2,8 years
1453,2,10+ years
1454,2,10+ years
1455,2,10+ years
1457,0,10+ years
1460,0,9 years
1466,0,10+ years
1468,2,10+ years
1470,0,10+ years
1471,1,10+ years
1472,0,10+ years
1476,2,10+ years
1479,0,10+ years
1481,1,10+ years
1483,1,8 years
1485,2,10+ years
1486,1,7 years
1487,1,10+ years
1488,1,10+ years
1489,0,10+ years
1492,2,6 years
1494,2,7 years
1496,1,8 years
1497,2,6 years
1499,1,8 years
1500,0,10+ years
1501,0,8 years
1502,1,10+ years
1503,1,9 years
1505,1,10+ years
1508,1,10+ years
1509,0,8 years
1510,1,10+ years
1513,1,10+ years
1515,0,10+ years
1516,2,10+ years
1517,0,8 years
1522,2,8 years
1524,0,10+ years
1525,1,9 years
1526,1,7 years
1528,1,6 years
1530,0,6 years
1533,1,9 years
1535,2,10+ years
1536,2,10+ years
1540,0,6 years
1541,0,8 years
1543,0,7 years
1548,2,10+ years
1549,0,10+ years
1551,2,10+ years
1553,1,10+ years
1554,2,10+ years
1556,0,10+ years
1557,1,9 years
1558,2,9 years
1559,2,10+ years
1561,0,10+ years
1562,1,10+ years
1571,2,10+ years
1572,2,7 years
1574,1,10+ years
1575,0,10+ years
1576,0,10+ years
1579,2,10+ years
1584,0,10+ years
1586,1,6 years
1587,0,10+ years
1592,0,10+ years
1595,1,8 years
1597,1,10+ years
1598,1,10+ years
1599,2,6 years
1605,2,10+ years
1606,0,9 years
1607,1,9 years
1608,1,7 years
1609,0,10+ years
1611,2,10+ years
1612,0,10+ years
1613,0,10+ years
1617,0,10+ years
1620,0,8 years
1623,1,10+ years
1627,1,7 years
1630,1,10+ years
1632,1,10+ years
1633,0,8 years
1636,2,10+ years
1639,0,6 years
1640,2,10+ years
1643,1,7 years
1644,1,10+ years
1648,2,10+ years
1649,0,10+ years
1652,2,10+ years
1653,0,10+ years
1654,2,10+ years
1655,1,7 years
1656,1,8 years
1658,0,10+ years
1660,0,7 years
1661,0,10+ years
1662,1,10+ years
1665,1,10+ years
1672,2,10+ years
1673,2,7 years
1674,0,10+ years
1677,0,10+ years
1682,2,7 years
1683,2,7 years
1684,2,10+ years
1688,2,10+ years
1689,2,10+ years
1690,2,6 years
1691,0,10+ years
1695,2,7 years
1696,1,10+ years
1697,1,10+ years
1699,0,10+ years
1701,1,6 years
1702,1,10+ years
1705,0,9 years
1708,2,7 years
1715,0,6 years
1717,0,10+ years
1718,0,10+ years
1719,1,10+ years
1720,2,10+ years
1722,2,6 years
1725,1,10+ years
1726,0,9 years
1728,1,8 years
1731,0,10+ years
1732,2,8 years
1734,1,10+ years
1736,1,10+ years
1738,0,9 years
1739,1,6 years
1744,1,8 years
1746,2,10+ years
1749,2,10+ years
1750,0,10+ years
1752,0,10+ years
1753,0,10+ years
1755,0,10+ years
1756,0,10+ years
1757,0,6 years
1758,1,9 years
1759,1,10+ years
1760,1,10+ years
1763,2,10+ years
1765,1,8 years
1771,2,10+ years
1772,2,7 years
1773,1,10+ years
1775,0,10+ years
1776,1,7 years
1780,0,10+ years
1784,1,10+ years
1786,1,10+ years
1788,2,10+ years
1789,0,10+ years
1790,2,10+ years
1791,2,10+ years
1792,1,10+ years
1795,1,6 years
1799,1,10+ years
1801,1,10+ years
1804,2,10+ years
1809,1,10+ years
1810,0,10+ years
1813,0,10+ years
1817,1,8 years
1818,1,8 years
1821,2,10+ years
1823,1,10+ years
1824,1,8 years
1827,1,10+ years
1828,2,8 years
1830,2,10+ years
1832,2,9 years
1833,2,10+ years
1834,1,6 years
1839,2,10+ years
1840,0,6 years
1841,0,7 years
1844,1,7 years
1845,2,10+ years
1846,1,6 years
1847,2,10+ years
1850,1,10+ years
1851,2,10+ years
1852,0,10+ years
1856,2,10+ years
1858,1,8 years
1859,2,10+ years
1865,1,10+ years
1867,0,10+ years
1869,0,10+ years
1870,0,6 years
1872,0,8 years
1874,1,10+ years
1875,0,10+ years
1876,2,10+ years
1877,1,9 years
1882,1,10+ years
1883,1,10+ years
1884,2,10+ years
1889,1,10+ years
1890,0,9 years
1896,0,10+ years
1902,0,7 years
1903,2,10+ years
1906,2,10+ years
1908,1,10+ years
1909,2,8 years
1913,1,6 years
1914,2,7 years
1915,0,10+ years
1918,1,10+ years
1921,0,10+ years
1923,0,10+ years
1924,1,10+ years
1930,1,8 years
1931,0,10+ years
1933,0,10+ years
1934,2,10+ years
1937,1,10+ years
1940,2,10+ years
1942,0,10+ years
1943,1,10+ years
1944,1,10+ years
1945,1,10+ years
1947,2,7 years
1948,1,10+ years
1950,2,6 years
1952,0,7 years
1954,0,6 years
1955,2,10+ years
1957,1,8 years
1959,1,10+ years
1967,0,10+ years
1969,1,8 years
1970,2,10+ years
1971,2,10+ years
1976,0,10+ years
1977,2,10+ years
1978,2,8 years
1979,1,10+ years
1981,0,7 years
1982,0,10+ years
1983,2,10+ years
1985,1,10+ years
1986,1,6 years
1987,1,10+ years
1989,1,10+ years
1994,0,7 years
1995,2,10+ years
1997,1,7 years
1998,0,9 years
1999,1,6 years
2001,2,10+ years
2003,0,10+ years
2004,1,10+ years
2005,2,10+ years
2007,1,10+ years
2008,0,6 years
2009,0,10+ years
2012,2,8 years
2017,1,10+ years
2019,1,10+ years
2021,0,10+ years
2024,0,8 years
2025,2,7 years
2026,0,10+ years
2030,1,9 years
2032,0,7 years
2033,2,10+ years
2034,1,10+ years
2036,2,10+ years
2039,2,6 years
2040,1,10+ years
2055,1,10+ years
2059,2,10+ years
2061,2,10+ years
2063,0,10+ years
2065,2,10+ years
2066,0,10+ years
2067,1,10+ years
2069,2,7 years
2071,0,10+ years
2072,2,6 years
2074,0,8 years
2075,2,10+ years
2077,1,10+ years
2078,2,10+ years
2080,1,6 years
2081,0,10+ years
2082,0,10+ years
2087,1,6 years
2089,2,9 years
2091,1,10+ years
2094,0,10+ years
2095,0,10+ years
2099,2,10+ years
2100,1,10+ years
2101,2,7 years
2102,2,10+ years
2103,2,10+ years
2104,0,6 years
2107,1,8 years
2109,1,10+ years
2110,0,10+ years
2112,0,10+ years
2114,1,10+ years
2118,0,10+ years
2120,2,10+ years
2121,1,9 years
2125,0,10+ years
2129,1,10+ years
2133,2,9 years
2134,0,10+ years
2135,2,10+ years
2138,0,10+ years
2140,1,7 years
2143,0,10+ years
2147,1,7 years
2148,1,10+ years
2149,1,9 years
2151,2,9 years
2154,0,6 years
2156,1,10+ years
2159,1,10+ years
2163,1,10+ years
2165,1,9 years
2167,0,10+ years
2168,2,10+ years
2169,2,10+ years
2170,2,10+ years
2177,1,9 years
2178,1,7 years
2180,1,10+ years
2181,2,10+ years
2182,0,10+ years
2189,1,10+ years
2190,1,10+ years
2192,2,10+ years
2193,1,10+ years
2194,0,10+ years
2195,2,10+ years
2196,2,10+ years
2199,1,10+ years
2204,1,10+ years
2205,0,10+ years
2206,2,10+ years
2210,0,7 years
2211,2,10+ years
2214,0,9 years
2215,0,8 years
2216,1,10+ years
2220,1,7 years
2221,1,7 years
2224,1,10+ years
2225,1,9 years
2227,2,10+ years
2228,2,10+ years
2233,1,10+ years
2235,2,10+ years
2240,2,10+ years
2242,2,7 years
2245,1,10+ years
2246,0,10+ years
2250,1,10+ years
2252,0,10+ years
2254,2,10+ years
2255,1,9 years
2258,0,10+ years
2261,1,10+ years
2263,2,10+ years
2264,2,9 years
2265,2,8 years
2270,2,10+ years
2271,0,8 years
2272,1,10+ years
2273,1,7 years
2279,1,8 years
2280,1,10+ years
2282,2,10+ years
2283,0,10+ years
2284,0,6 years
2288,2,7 years
2293,1,10+ years
2294,1,6 years
2295,2,10+ years
2297,1,7 years
2300,1,10+ years
2302,2,10+ years
2309,1,10+ years
2310,2,10+ years
2312,0,9 years
2313,2,10+ years
2314,1,8 years
2315,0,9 years
2316,1,10+ years
2318,2,6 years
2321,0,7 years
2323,2,10+ years
2331,2,7 years
2332,2,10+ years
2333,2,10+ years
2335,1,10+ years
2337,1,10+ years
2339,2,6 years
2342,0,10+ years
2344,2,10+ years
2346,0,9 years
2347,2,6 years
2348,0,9 years
2349,2,10+ years
2353,0,7 years
2354,2,6 years
2360,1,10+ years
2361,2,9 years
2362,1,9 years
2363,1,7 years
2364,1,10+ years
2366,1,10+ years
2368,2,10+ years
2370,0,9 years
2373,2,10+ years
2374,0,10+ years
2376,0,8 years
2377,2,10+ years
2379,1,10+ years
2380,2,10+ years
2381,0,8 years
2383,1,10+ years
2384,0,10+ years
2387,1,8 years
2390,2,10+ years
2391,1,6 years
2392,1,7 years
2393,1,10+ years
2399,1,10+ years
2401,2,9 years
2402,2,8 years
2406,2,10+ years
2410,1,6 years
2412,2,10+ years
2413,2,10+ years
2417,0,10+ years
2418,1,9 years
2420,1,10+ years
2421,0,10+ years
2425,2,10+ years
2426,1,6 years
2427,0,10+ years
2428,1,10+ years
2430,1,9 years
2431,2,10+ years
2434,0,10+ years
2436,0,10+ years
2437,1,8 years
2438,0,10+ years
2440,2,7 years
2443,1,10+ years
2444,1,7 years
2447,2,10+ years
2448,2,7 years
2449,1,7 years
2452,1,10+ years
2455,1,10+ years
2456,2,10+ years
2457,1,10+ years
2458,0,6 years
2459,2,10+ years
2460,2,10+ years
2461,0,10+ years
2464,0,10+ years
2466,1,8 years
2469,0,10+ years
2470,2,10+ years
2471,2,10+ years
2472,0,10+ years
2473,1,10+ years
2479,2,7 years
2484,1,10+ years
2485,2,10+ years
2486,0,7 years
2489,1,10+ years
2491,0,8 years
2492,1,10+ years
2495,2,10+ years
2496,0,6 years
2497,2,10+ years
2503,0,10+ years
2509,2,10+ years
2513,1,10+ years
2515,0,10+ years
2516,1,10+ years
2517,1,7 years
2518,1,8 years
2519,0,10+ years
2520,1,9 years
2525,2,6 years
2529,0,9 years
2532,1,8 years
2533,0,10+ years
2534,0,8 years
2535,1,10+ years
2537,2,6 years
2540,2,9 years
2541,1,10+ years
2544,1,10+ years
2545,0,10+ years
2548,0,10+ years
2553,1,10+ years
2554,1,10+ years
2556,1,7 years
2558,1,10+ years
2559,1,10+ years
2564,2,10+ years
2569,1,10+ years
2570,2,10+ years
2573,2,9 years
2574,2,7 years
2577,0,10+ years
2578,2,10+ years
2579,1,6 years
2580,1,10+ years
2584,2,10+ years
2585,1,10+ years
2586,1,7 years
2587,1,10+ years
2588,1,10+ years
2591,0,8 years
2593,1,10+ years
2594,1,10+ years
2600,2,10+ years
2606,1,10+ years
2608,0,10+ years
2609,0,10+ years
2613,1,10+ years
2614,0,10+ years
2617,1,10+ years
2620,0,10+ years
2621,2,8 years
2622,0,10+ years
2624,2,7 years
2626,2,10+ years
2628,1,10+ years
2630,1,10+ years
2631,2,10+ years
2632,2,10+ years
2634,1,10+ years
2635,2,10+ years
2636,2,7 years
2638,0,7 years
2639,0,10+ years
2641,0,10+ years
2643,2,10+ years
2644,0,6 years
2651,2,10+ years
2653,0,10+ years
2661,2,10+ years
2664,0,10+ years
2665,2,7 years
2666,0,8 years
2668,2,6 years
2669,0,10+ years
2672,2,9 years
2673,2,10+ years
2674,1,10+ years
2677,0,10+ years
2678,1,10+ years
2679,2,10+ years
2684,0,6 years
2685,2,10+ years
2686,2,9 years
2688,0,9 years
2690,1,6 years
2694,0,10+ years
2695,0,7 years
2696,2,10+ years
2698,0,10+ years
2699,0,10+ years
2703,2,7 years
2704,1,10+ years
2709,0,7 years
2710,1,6 years
2711,1,10+ years
2714,1,10+ years
2718,0,10+ years
2719,0,8 years
2720,2,10+ years
2724,2,6 years
2728,0,8 years
2731,1,10+ years
2733,0,10+ years
2735,2,10+ years
2736,1,10+ years
2737,1,10+ years
2738,2,10+ years
2739,2,10+ years
2740,0,9 years
2742,1,10+ years
2747,1,10+ years
2748,0,10+ years
2752,1,10+ years
2754,0,10+ years
2755,1,10+ years
2757,2,7 years
2758,1,10+ years
2760,2,10+ years
2762,0,10+ years
2764,2,10+ years
2765,2,10+ years
2766,1,10+ years
2769,0,10+ years
2771,1,10+ years
2772,1,10+ years
2775,1,9 years
2776,1,10+ years
2777,2,10+ years
2780,1,6 years
2781,0,9 years
2782,0,10+ years
2784,2,10+ years
2785,1,10+ years
2787,1,9 years
2788,2,10+ years
2789,2,9 years
2790,1,8 years
2792,1,10+ years
2794,0,8 years
2796,1,8 years
2799,2,10+ years
2800,1,10+ years
2802,0,10+ years
2804,1,10+ years
2806,2,10+ years
2810,1,7 years
2811,0,10+ years
2813,1,9 years
2814,1,10+ years
2816,0,10+ years
2820,0,10+ years
2821,0,10+ years
2822,1,10+ years
2826,2,8 years
2827,2,10+ years
2828,2,10+ years
2831,1,10+ years
2833,0,10+ years
2838,0,8 years
2839,1,10+ years
2842,0,10+ years
2844,1,6 years
2847,0,6 years
2850,0,9 years
2852,1,10+ years
2854,1,6 years
2857,2,10+ years
2859,0,10+ years
2860,2,10+ years
2861,0,9 years
2863,1,10+ years
2864,0,10+ years
2867,0,10+ years
2871,1,10+ years
2875,1,8 years
2876,1,9 years
2877,2,9 years
2878,0,10+ years
2879,2,10+ years
2881,1,8 years
2885,2,10+ years
2886,1,10+ years
2891,0,6 years
2893,2,10+ years
2894,1,9 years
2895,2,8 years
2901,2,7 years
2902,0,6 years
2906,1,10+ years
2907,0,10+ years
2908,0,8 years
2909,0,10+ years
2917,1,10+ years
2918,0,10+ years
2919,0,10+ years
2920,1,6 years
2923,1,10+ years
2925,1,10+ years
2926,1,7 years
2927,0,9 years
2933,0,8 years
2936,2,8 years
2940,1,7 years
2941,2,10+ years
2943,0,9 years
2945,0,6 years
2946,1,6 years
2949,0,10+ years
2950,1,10+ years
2951,1,8 years
2952,0,10+ years
2956,1,10+ years
2958,1,10+ years
2959,1,10+ years
2963,0,10+ years
2965,1,10+ years
2966,2,10+ years
2967,0,6 years
2968,2,10+ years
2970,1,10+ years
2972,1,6 years
2973,0,10+ years
2976,2,10+ years
2982,0,10+ years
2983,2,10+ years
2984,0,8 years
2985,0,6 years
2987,2,6 years
2991,1,10+ years
2992,1,10+ years
2993,1,8 years
2994,1,10+ years
2998,2,9 years
3010,1,10+ years
3013,0,10+ years
3015,2,10+ years
3016,2,10+ years
3017,1,6 years
3019,1,9 years
3020,2,10+ years
3023,0,10+ years
3024,0,10+ years
3026,0,10+ years
3028,0,9 years
3031,2,10+ years
3033,1,10+ years
3034,1,10+ years
3036,1,10+ years
3037,2,10+ years
3038,2,10+ years
3040,0,8 years
3044,2,6 years
3046,1,10+ years
3047,1,10+ years
3049,1,6 years
3050,2,7 years
3051,0,8 years
3052,0,10+ years
3053,0,10+ years
3054,1,8 years
3055,1,10+ years
3059,1,10+ years
3060,0,7 years
3062,0,8 years
3063,2,10+ years
3064,0,7 years
3066,0,10+ years
3068,0,10+ years
3069,2,10+ years
3070,2,10+ years
3071,1,10+ years
3075,1,9 years
3076,1,6 years
